2024-09-13T06:59:06.115+05:30  INFO 4660 --- [SpringBlogProject] [restartedMain] o.s.s.p.JdbcUserDetailsManager           : No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2024-09-13T06:59:06.288+05:30  INFO 4660 --- [SpringBlogProject] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userDetailsManager
2024-09-13T06:59:33.706+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T06:59:39.346+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /posts/view/22
2024-09-13T06:59:39.348+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /posts/view/22
2024-09-13T06:59:39.362+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T06:59:43.813+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /posts
2024-09-13T06:59:43.814+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /posts
2024-09-13T06:59:43.815+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:02:25.225+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?authors=pooja&dates=2024-09-02
2024-09-13T07:02:25.238+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?authors=pooja&dates=2024-09-02
2024-09-13T07:02:25.247+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:02:38.155+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?authors=pooja&tags=second&dates=2024-09-03
2024-09-13T07:02:38.156+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?authors=pooja&tags=second&dates=2024-09-03
2024-09-13T07:02:38.161+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:02:43.739+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?authors=pooja
2024-09-13T07:02:43.741+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?authors=pooja
2024-09-13T07:02:43.745+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:02:49.747+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?tags=second
2024-09-13T07:02:49.748+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?tags=second
2024-09-13T07:02:49.749+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:03:10.600+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?authors=pooja&tags=second&dates=2024-09-04
2024-09-13T07:03:10.601+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?authors=pooja&tags=second&dates=2024-09-04
2024-09-13T07:03:10.603+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:04:14.810+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /posts/sort?sort=asc
2024-09-13T07:04:14.811+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /posts/sort?sort=asc
2024-09-13T07:04:14.817+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:04:20.699+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /posts?page=1&size=
2024-09-13T07:04:20.701+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /posts?page=1&size=
2024-09-13T07:04:20.704+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:04:20.777+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:04:20.778+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:04:20.799+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:04:20.800+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:04:20.800+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:04:20.805+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:04:32.269+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /posts/search?keyword=ghjk
2024-09-13T07:04:32.271+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /posts/search?keyword=ghjk
2024-09-13T07:04:32.275+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:06:05.875+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /posts/sort?sort=asc
2024-09-13T07:06:05.876+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /posts/sort?sort=asc
2024-09-13T07:06:05.878+05:30 DEBUG 4660 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:09:29.096+05:30  INFO 5547 --- [SpringBlogProject] [restartedMain] o.s.s.p.JdbcUserDetailsManager           : No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2024-09-13T07:09:29.135+05:30  INFO 5547 --- [SpringBlogProject] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userDetailsManager
2024-09-13T07:09:29.359+05:30 DEBUG 5547 --- [SpringBlogProject] [restartedMain] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, CsrfFilter, LogoutFilter, UsernamePasswordAuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, ExceptionTranslationFilter, AuthorizationFilter
2024-09-13T07:09:36.987+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /posts
2024-09-13T07:09:36.995+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /posts
2024-09-13T07:09:37.016+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:10:19.022+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /posts/sort?sort=asc
2024-09-13T07:10:19.033+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /posts/sort?sort=asc
2024-09-13T07:10:19.042+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:10:28.001+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /posts/search?keyword=fg
2024-09-13T07:10:28.002+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /posts/search?keyword=fg
2024-09-13T07:10:28.007+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:10:28.112+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:10:28.112+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:10:28.118+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:10:28.124+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:10:28.124+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:10:28.188+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:11:18.582+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /posts/sort?sort=desc
2024-09-13T07:11:18.583+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /posts/sort?sort=desc
2024-09-13T07:11:18.585+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:11:27.928+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /posts?page=1&size=
2024-09-13T07:11:27.929+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /posts?page=1&size=
2024-09-13T07:11:27.931+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:11:35.038+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /posts/search?keyword=ghjk
2024-09-13T07:11:35.039+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /posts/search?keyword=ghjk
2024-09-13T07:11:35.041+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:11:41.051+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?dates=2024-09-03
2024-09-13T07:11:41.052+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?dates=2024-09-03
2024-09-13T07:11:41.058+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:11:59.679+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /posts/sort?sort=asc
2024-09-13T07:11:59.680+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /posts/sort?sort=asc
2024-09-13T07:11:59.682+05:30 DEBUG 5547 --- [SpringBlogProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:12:42.138+05:30  INFO 5774 --- [SpringBlogProject] [restartedMain] o.s.s.p.JdbcUserDetailsManager           : No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2024-09-13T07:12:42.181+05:30  INFO 5774 --- [SpringBlogProject] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userDetailsManager
2024-09-13T07:12:42.438+05:30 DEBUG 5774 --- [SpringBlogProject] [restartedMain] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, CsrfFilter, LogoutFilter, UsernamePasswordAuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, ExceptionTranslationFilter, AuthorizationFilter
2024-09-13T07:12:44.266+05:30 DEBUG 5774 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /posts
2024-09-13T07:12:44.274+05:30 DEBUG 5774 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /posts
2024-09-13T07:12:44.299+05:30 DEBUG 5774 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:01.176+05:30  INFO 6074 --- [SpringBlogProject] [restartedMain] o.s.s.p.JdbcUserDetailsManager           : No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2024-09-13T07:17:01.217+05:30  INFO 6074 --- [SpringBlogProject] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userDetailsManager
2024-09-13T07:17:01.514+05:30 DEBUG 6074 --- [SpringBlogProject] [restartedMain] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, CsrfFilter, LogoutFilter, UsernamePasswordAuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, ExceptionTranslationFilter, AuthorizationFilter
2024-09-13T07:17:02.760+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /posts
2024-09-13T07:17:02.773+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /posts
2024-09-13T07:17:02.809+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:03.334+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:17:03.334+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:17:03.341+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:03.346+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:17:03.347+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:17:03.406+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:28.397+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /posts/filter?dates=2024-09-03
2024-09-13T07:17:28.407+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /posts/filter?dates=2024-09-03
2024-09-13T07:17:28.414+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:28.513+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:17:28.514+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:17:28.517+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:17:28.518+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:17:28.519+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:17:28.522+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:07.053+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /showLoginPage?
2024-09-13T07:18:07.054+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /showLoginPage?
2024-09-13T07:18:07.352+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:07.407+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:18:07.407+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:18:07.409+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:07.410+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:18:07.411+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:18:07.414+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:11.569+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /createUser?
2024-09-13T07:18:11.570+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /createUser?
2024-09-13T07:18:11.719+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:11.764+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /favicon.ico
2024-09-13T07:18:11.765+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /favicon.ico
2024-09-13T07:18:11.767+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:18:11.768+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /error
2024-09-13T07:18:11.768+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /error
2024-09-13T07:18:11.773+05:30 DEBUG 6074 --- [SpringBlogProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2024-09-13T07:20:59.536+05:30  INFO 6327 --- [SpringBlogProject] [restartedMain] o.s.s.p.JdbcUserDetailsManager           : No authentication manager set. Reauthentication of users when changing passwords will not be performed.
2024-09-13T07:20:59.580+05:30  INFO 6327 --- [SpringBlogProject] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userDetailsManager
2024-09-13T07:20:59.817+05:30 DEBUG 6327 --- [SpringBlogProject] [restartedMain] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, CsrfFilter, LogoutFilter, UsernamePasswordAuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, ExceptionTranslationFilter, AuthorizationFilter
2024-09-13T07:21:41.576+05:30 DEBUG 6327 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /posts
2024-09-13T07:21:41.582+05:30 DEBUG 6327 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /posts
2024-09-13T07:21:41.604+05:30 DEBUG 6327 --- [SpringBlogProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
